id;email;tag;first_name;last_name;birth_date;minimal_age;maximal_age
c2afee3f-0b59-4fd1-84a5-6c9c065cf0ed;c2afee3f-0b59-4fd1-84a5-6c9c065cf0ed@gmail.com;c2afee3f-0b59-4fd1-84a5-6c9c065cf0ed;c2afee3f-0b59-4fd1;84a5-6c9c065cf0ed;1954-4-13;22;59
bfd4dba1-8c12-4ff7-86d3-664ab517ba41;bfd4dba1-8c12-4ff7-86d3-664ab517ba41@gmail.com;bfd4dba1-8c12-4ff7-86d3-664ab517ba41;bfd4dba1-8c12-4ff7;86d3-664ab517ba41;1962-6-2;24;62
e5d116c2-509d-40eb-8868-4bef2d0d647a;e5d116c2-509d-40eb-8868-4bef2d0d647a@gmail.com;e5d116c2-509d-40eb-8868-4bef2d0d647a;e5d116c2-509d-40eb;8868-4bef2d0d647a;1973-2-7;22;61
167623f7-57c8-47aa-b594-0649b6730c32;167623f7-57c8-47aa-b594-0649b6730c32@gmail.com;167623f7-57c8-47aa-b594-0649b6730c32;167623f7-57c8-47aa;b594-0649b6730c32;1956-3-8;21;58
0b42a6b5-1929-4950-898c-421a3bed0901;0b42a6b5-1929-4950-898c-421a3bed0901@gmail.com;0b42a6b5-1929-4950-898c-421a3bed0901;0b42a6b5-1929-4950;898c-421a3bed0901;1997-5-4;25;67
7822a399-3c15-42ee-b33e-0c173130c834;7822a399-3c15-42ee-b33e-0c173130c834@gmail.com;7822a399-3c15-42ee-b33e-0c173130c834;7822a399-3c15-42ee;b33e-0c173130c834;1991-3-11;22;63
ddb99f34-ff58-418d-9d15-800f78c8c6fb;ddb99f34-ff58-418d-9d15-800f78c8c6fb@gmail.com;ddb99f34-ff58-418d-9d15-800f78c8c6fb;ddb99f34-ff58-418d;9d15-800f78c8c6fb;1996-9-4;18;66
59287079-1334-410d-88a3-ea17b2c86418;59287079-1334-410d-88a3-ea17b2c86418@gmail.com;59287079-1334-410d-88a3-ea17b2c86418;59287079-1334-410d;88a3-ea17b2c86418;1997-12-26;24;58
e6affe7e-1322-43fb-9cc1-05ca5719c047;e6affe7e-1322-43fb-9cc1-05ca5719c047@gmail.com;e6affe7e-1322-43fb-9cc1-05ca5719c047;e6affe7e-1322-43fb;9cc1-05ca5719c047;1975-1-12;23;62
9adbcf96-7792-47d6-8eea-2a308e969536;9adbcf96-7792-47d6-8eea-2a308e969536@gmail.com;9adbcf96-7792-47d6-8eea-2a308e969536;9adbcf96-7792-47d6;8eea-2a308e969536;1974-7-6;21;67
649f22b7-dd97-4a17-8da4-43426a178092;649f22b7-dd97-4a17-8da4-43426a178092@gmail.com;649f22b7-dd97-4a17-8da4-43426a178092;649f22b7-dd97-4a17;8da4-43426a178092;1996-7-23;20;64
8c44df6f-2fb5-46ee-be7d-a2a504b410d3;8c44df6f-2fb5-46ee-be7d-a2a504b410d3@gmail.com;8c44df6f-2fb5-46ee-be7d-a2a504b410d3;8c44df6f-2fb5-46ee;be7d-a2a504b410d3;1991-8-27;23;69
450dea45-2af7-4013-9d17-2bf596d5959b;450dea45-2af7-4013-9d17-2bf596d5959b@gmail.com;450dea45-2af7-4013-9d17-2bf596d5959b;450dea45-2af7-4013;9d17-2bf596d5959b;1987-7-21;23;57
f669ea0a-3379-45ec-b6a3-a9dc89335e5d;f669ea0a-3379-45ec-b6a3-a9dc89335e5d@gmail.com;f669ea0a-3379-45ec-b6a3-a9dc89335e5d;f669ea0a-3379-45ec;b6a3-a9dc89335e5d;1980-1-23;19;68
562a7ac4-062d-4eca-bf2e-e79d3e7f0d6a;562a7ac4-062d-4eca-bf2e-e79d3e7f0d6a@gmail.com;562a7ac4-062d-4eca-bf2e-e79d3e7f0d6a;562a7ac4-062d-4eca;bf2e-e79d3e7f0d6a;1978-9-26;19;55
751a7641-2f8f-412c-a225-c0699fd6b648;751a7641-2f8f-412c-a225-c0699fd6b648@gmail.com;751a7641-2f8f-412c-a225-c0699fd6b648;751a7641-2f8f-412c;a225-c0699fd6b648;1999-10-19;24;59
1036c8fa-4938-4b91-b689-8e2a5f87cdbc;1036c8fa-4938-4b91-b689-8e2a5f87cdbc@gmail.com;1036c8fa-4938-4b91-b689-8e2a5f87cdbc;1036c8fa-4938-4b91;b689-8e2a5f87cdbc;1978-4-10;22;70
40309ff2-817f-4d37-a171-605aae3f748f;40309ff2-817f-4d37-a171-605aae3f748f@gmail.com;40309ff2-817f-4d37-a171-605aae3f748f;40309ff2-817f-4d37;a171-605aae3f748f;1958-4-14;21;64
6f11b482-a833-4875-8c27-0eb7b674e164;6f11b482-a833-4875-8c27-0eb7b674e164@gmail.com;6f11b482-a833-4875-8c27-0eb7b674e164;6f11b482-a833-4875;8c27-0eb7b674e164;1955-9-16;20;68
a8edb4c7-753b-4b76-932c-b6fd6c16fe90;a8edb4c7-753b-4b76-932c-b6fd6c16fe90@gmail.com;a8edb4c7-753b-4b76-932c-b6fd6c16fe90;a8edb4c7-753b-4b76;932c-b6fd6c16fe90;1969-4-3;23;62
15732e26-1468-4482-9263-da858a291fcf;15732e26-1468-4482-9263-da858a291fcf@gmail.com;15732e26-1468-4482-9263-da858a291fcf;15732e26-1468-4482;9263-da858a291fcf;1982-4-23;20;55
8be27500-7787-4369-a82c-177d26a0d14b;8be27500-7787-4369-a82c-177d26a0d14b@gmail.com;8be27500-7787-4369-a82c-177d26a0d14b;8be27500-7787-4369;a82c-177d26a0d14b;1999-1-4;25;66
ed12760e-9741-4cdb-a059-69cdbe3951fe;ed12760e-9741-4cdb-a059-69cdbe3951fe@gmail.com;ed12760e-9741-4cdb-a059-69cdbe3951fe;ed12760e-9741-4cdb;a059-69cdbe3951fe;1974-3-20;23;57
92f3cc78-6afd-4280-a090-0ddcbb85aca3;92f3cc78-6afd-4280-a090-0ddcbb85aca3@gmail.com;92f3cc78-6afd-4280-a090-0ddcbb85aca3;92f3cc78-6afd-4280;a090-0ddcbb85aca3;1966-3-1;25;63
a04a2a93-77cc-4122-9d1b-1a36512c9ee2;a04a2a93-77cc-4122-9d1b-1a36512c9ee2@gmail.com;a04a2a93-77cc-4122-9d1b-1a36512c9ee2;a04a2a93-77cc-4122;9d1b-1a36512c9ee2;1981-12-20;20;67
ae3e2b6b-cb28-42b8-8614-214b84c9dd2c;ae3e2b6b-cb28-42b8-8614-214b84c9dd2c@gmail.com;ae3e2b6b-cb28-42b8-8614-214b84c9dd2c;ae3e2b6b-cb28-42b8;8614-214b84c9dd2c;1993-1-25;25;58
601a2301-dc3e-48e9-9be6-e1b2630bd739;601a2301-dc3e-48e9-9be6-e1b2630bd739@gmail.com;601a2301-dc3e-48e9-9be6-e1b2630bd739;601a2301-dc3e-48e9;9be6-e1b2630bd739;1976-10-10;20;67
22964b19-6a27-462a-bf02-2e874b2dbcd5;22964b19-6a27-462a-bf02-2e874b2dbcd5@gmail.com;22964b19-6a27-462a-bf02-2e874b2dbcd5;22964b19-6a27-462a;bf02-2e874b2dbcd5;1975-12-25;21;70
6efc7953-578d-4362-9566-08660434b76d;6efc7953-578d-4362-9566-08660434b76d@gmail.com;6efc7953-578d-4362-9566-08660434b76d;6efc7953-578d-4362;9566-08660434b76d;1993-10-10;23;67
13432d12-0afc-497a-a866-11559e3ea53a;13432d12-0afc-497a-a866-11559e3ea53a@gmail.com;13432d12-0afc-497a-a866-11559e3ea53a;13432d12-0afc-497a;a866-11559e3ea53a;1971-1-5;19;58
21f47b72-2efa-4433-8a9e-f6ddab692e99;21f47b72-2efa-4433-8a9e-f6ddab692e99@gmail.com;21f47b72-2efa-4433-8a9e-f6ddab692e99;21f47b72-2efa-4433;8a9e-f6ddab692e99;1991-3-14;24;68
958306a4-4694-4914-a023-9aa022a3ada9;958306a4-4694-4914-a023-9aa022a3ada9@gmail.com;958306a4-4694-4914-a023-9aa022a3ada9;958306a4-4694-4914;a023-9aa022a3ada9;1998-3-26;19;57
4d5e7f35-2603-440e-9335-0a3350622efa;4d5e7f35-2603-440e-9335-0a3350622efa@gmail.com;4d5e7f35-2603-440e-9335-0a3350622efa;4d5e7f35-2603-440e;9335-0a3350622efa;2003-11-2;21;64
2b0d0c3f-6888-4ad5-a2f3-b20656a0b5d6;2b0d0c3f-6888-4ad5-a2f3-b20656a0b5d6@gmail.com;2b0d0c3f-6888-4ad5-a2f3-b20656a0b5d6;2b0d0c3f-6888-4ad5;a2f3-b20656a0b5d6;1982-2-27;18;61
0340b171-5b27-4ae2-9755-1154ab914aa8;0340b171-5b27-4ae2-9755-1154ab914aa8@gmail.com;0340b171-5b27-4ae2-9755-1154ab914aa8;0340b171-5b27-4ae2;9755-1154ab914aa8;1996-6-25;19;60
2bb478c7-aa1d-4750-959e-8c7eeaa79b9d;2bb478c7-aa1d-4750-959e-8c7eeaa79b9d@gmail.com;2bb478c7-aa1d-4750-959e-8c7eeaa79b9d;2bb478c7-aa1d-4750;959e-8c7eeaa79b9d;1996-1-15;19;69
0422a4eb-5e86-435d-88b9-68e86dd6a192;0422a4eb-5e86-435d-88b9-68e86dd6a192@gmail.com;0422a4eb-5e86-435d-88b9-68e86dd6a192;0422a4eb-5e86-435d;88b9-68e86dd6a192;2001-3-25;18;58
88119f04-b7ec-4f8a-99ed-9c3545723d8d;88119f04-b7ec-4f8a-99ed-9c3545723d8d@gmail.com;88119f04-b7ec-4f8a-99ed-9c3545723d8d;88119f04-b7ec-4f8a;99ed-9c3545723d8d;1965-7-11;25;56
ddf03466-7598-4852-ba6d-96bd8c99c003;ddf03466-7598-4852-ba6d-96bd8c99c003@gmail.com;ddf03466-7598-4852-ba6d-96bd8c99c003;ddf03466-7598-4852;ba6d-96bd8c99c003;1962-1-5;23;64
b069d66f-0949-4347-a5da-10c97daf3a4e;b069d66f-0949-4347-a5da-10c97daf3a4e@gmail.com;b069d66f-0949-4347-a5da-10c97daf3a4e;b069d66f-0949-4347;a5da-10c97daf3a4e;1979-12-7;24;58
73d29656-35e9-47c9-ab38-43d3ffb72a49;73d29656-35e9-47c9-ab38-43d3ffb72a49@gmail.com;73d29656-35e9-47c9-ab38-43d3ffb72a49;73d29656-35e9-47c9;ab38-43d3ffb72a49;1986-10-6;21;60
70bd056e-e6f7-4051-91a0-c8f5eb2d6b60;70bd056e-e6f7-4051-91a0-c8f5eb2d6b60@gmail.com;70bd056e-e6f7-4051-91a0-c8f5eb2d6b60;70bd056e-e6f7-4051;91a0-c8f5eb2d6b60;1996-2-16;21;69
4f62976f-2806-435d-8983-ddd19ec9d035;4f62976f-2806-435d-8983-ddd19ec9d035@gmail.com;4f62976f-2806-435d-8983-ddd19ec9d035;4f62976f-2806-435d;8983-ddd19ec9d035;1989-7-15;24;68
9ec285b7-aedc-4a0d-aafd-8c66bcc13e68;9ec285b7-aedc-4a0d-aafd-8c66bcc13e68@gmail.com;9ec285b7-aedc-4a0d-aafd-8c66bcc13e68;9ec285b7-aedc-4a0d;aafd-8c66bcc13e68;1979-9-25;25;61
620f3572-2f66-47f4-a8db-b0dcf0bd0e14;620f3572-2f66-47f4-a8db-b0dcf0bd0e14@gmail.com;620f3572-2f66-47f4-a8db-b0dcf0bd0e14;620f3572-2f66-47f4;a8db-b0dcf0bd0e14;1955-10-7;25;63
167cc3e3-a09c-4dc5-9690-54536e3a08e2;167cc3e3-a09c-4dc5-9690-54536e3a08e2@gmail.com;167cc3e3-a09c-4dc5-9690-54536e3a08e2;167cc3e3-a09c-4dc5;9690-54536e3a08e2;1969-12-11;21;55
09bb8cf1-cc26-4409-830c-0d7e550dd140;09bb8cf1-cc26-4409-830c-0d7e550dd140@gmail.com;09bb8cf1-cc26-4409-830c-0d7e550dd140;09bb8cf1-cc26-4409;830c-0d7e550dd140;1966-6-11;21;64
095477d9-b8b5-4313-8d9f-566acca60c77;095477d9-b8b5-4313-8d9f-566acca60c77@gmail.com;095477d9-b8b5-4313-8d9f-566acca60c77;095477d9-b8b5-4313;8d9f-566acca60c77;1976-9-13;23;69
fb74c168-b4f0-48f8-9349-37df9c7a4476;fb74c168-b4f0-48f8-9349-37df9c7a4476@gmail.com;fb74c168-b4f0-48f8-9349-37df9c7a4476;fb74c168-b4f0-48f8;9349-37df9c7a4476;1975-2-16;24;63
e5603c15-8bbf-4a25-9185-111a653c9aaf;e5603c15-8bbf-4a25-9185-111a653c9aaf@gmail.com;e5603c15-8bbf-4a25-9185-111a653c9aaf;e5603c15-8bbf-4a25;9185-111a653c9aaf;1985-1-19;23;70
0022bd02-c607-4f57-acdf-9d241854e9bd;0022bd02-c607-4f57-acdf-9d241854e9bd@gmail.com;0022bd02-c607-4f57-acdf-9d241854e9bd;0022bd02-c607-4f57;acdf-9d241854e9bd;1986-2-7;22;60
8600fabd-b634-4aff-a3d3-6aafdb057a82;8600fabd-b634-4aff-a3d3-6aafdb057a82@gmail.com;8600fabd-b634-4aff-a3d3-6aafdb057a82;8600fabd-b634-4aff;a3d3-6aafdb057a82;1986-1-16;23;61
e2dfe96c-73d5-4206-afb4-c418d4124aee;e2dfe96c-73d5-4206-afb4-c418d4124aee@gmail.com;e2dfe96c-73d5-4206-afb4-c418d4124aee;e2dfe96c-73d5-4206;afb4-c418d4124aee;1976-10-16;23;58
e5f0401d-2a4c-46c9-abb0-764262ad3d76;e5f0401d-2a4c-46c9-abb0-764262ad3d76@gmail.com;e5f0401d-2a4c-46c9-abb0-764262ad3d76;e5f0401d-2a4c-46c9;abb0-764262ad3d76;1969-5-25;25;68
09cced6e-db54-4ea3-ad80-da36225786d5;09cced6e-db54-4ea3-ad80-da36225786d5@gmail.com;09cced6e-db54-4ea3-ad80-da36225786d5;09cced6e-db54-4ea3;ad80-da36225786d5;1973-2-19;23;66
86459dd7-5701-4e78-8c8f-ecbe692ba710;86459dd7-5701-4e78-8c8f-ecbe692ba710@gmail.com;86459dd7-5701-4e78-8c8f-ecbe692ba710;86459dd7-5701-4e78;8c8f-ecbe692ba710;1968-5-14;22;62
401762fe-0524-4409-b8b5-3328569935ba;401762fe-0524-4409-b8b5-3328569935ba@gmail.com;401762fe-0524-4409-b8b5-3328569935ba;401762fe-0524-4409;b8b5-3328569935ba;1999-8-20;25;56
7b3b543b-1497-49c1-89f0-9efe425d5fb1;7b3b543b-1497-49c1-89f0-9efe425d5fb1@gmail.com;7b3b543b-1497-49c1-89f0-9efe425d5fb1;7b3b543b-1497-49c1;89f0-9efe425d5fb1;1989-1-24;25;59
e56340e6-963c-45b4-bd99-945cddc9d23a;e56340e6-963c-45b4-bd99-945cddc9d23a@gmail.com;e56340e6-963c-45b4-bd99-945cddc9d23a;e56340e6-963c-45b4;bd99-945cddc9d23a;1974-1-3;18;57
b8778ab7-f089-42cf-b93c-3b22500be338;b8778ab7-f089-42cf-b93c-3b22500be338@gmail.com;b8778ab7-f089-42cf-b93c-3b22500be338;b8778ab7-f089-42cf;b93c-3b22500be338;1979-3-25;20;60
556e8cdf-87e5-4801-8b26-e3e88c981017;556e8cdf-87e5-4801-8b26-e3e88c981017@gmail.com;556e8cdf-87e5-4801-8b26-e3e88c981017;556e8cdf-87e5-4801;8b26-e3e88c981017;1957-1-8;22;55
d8e0f4b2-70ee-441b-9897-31764126210f;d8e0f4b2-70ee-441b-9897-31764126210f@gmail.com;d8e0f4b2-70ee-441b-9897-31764126210f;d8e0f4b2-70ee-441b;9897-31764126210f;1970-9-27;21;58
39ddc40e-b381-4aa7-8862-97127d072076;39ddc40e-b381-4aa7-8862-97127d072076@gmail.com;39ddc40e-b381-4aa7-8862-97127d072076;39ddc40e-b381-4aa7;8862-97127d072076;1994-4-12;19;63
6ac40fee-ac89-4e02-aa71-b48bd5c30afc;6ac40fee-ac89-4e02-aa71-b48bd5c30afc@gmail.com;6ac40fee-ac89-4e02-aa71-b48bd5c30afc;6ac40fee-ac89-4e02;aa71-b48bd5c30afc;1975-6-20;22;65
7b8da273-84e7-43ac-8cc2-b48be4510646;7b8da273-84e7-43ac-8cc2-b48be4510646@gmail.com;7b8da273-84e7-43ac-8cc2-b48be4510646;7b8da273-84e7-43ac;8cc2-b48be4510646;1982-6-26;23;62
162b9925-038a-4a27-a332-45b7c73c6cb2;162b9925-038a-4a27-a332-45b7c73c6cb2@gmail.com;162b9925-038a-4a27-a332-45b7c73c6cb2;162b9925-038a-4a27;a332-45b7c73c6cb2;1997-7-23;21;65
e6811942-224b-4cde-9972-7e9005908520;e6811942-224b-4cde-9972-7e9005908520@gmail.com;e6811942-224b-4cde-9972-7e9005908520;e6811942-224b-4cde;9972-7e9005908520;1966-3-6;23;59
1487d5bb-2821-4c65-b68e-65d8d59db390;1487d5bb-2821-4c65-b68e-65d8d59db390@gmail.com;1487d5bb-2821-4c65-b68e-65d8d59db390;1487d5bb-2821-4c65;b68e-65d8d59db390;1969-1-14;24;66
c9b20365-6c8e-4305-a755-ca77e23594bb;c9b20365-6c8e-4305-a755-ca77e23594bb@gmail.com;c9b20365-6c8e-4305-a755-ca77e23594bb;c9b20365-6c8e-4305;a755-ca77e23594bb;1985-5-18;20;65
f64c2cdb-d32f-4753-9bc8-d51ef3b3dc57;f64c2cdb-d32f-4753-9bc8-d51ef3b3dc57@gmail.com;f64c2cdb-d32f-4753-9bc8-d51ef3b3dc57;f64c2cdb-d32f-4753;9bc8-d51ef3b3dc57;1981-3-10;21;57
079530f7-b9b8-43a5-8c1f-4e1baeb2f47f;079530f7-b9b8-43a5-8c1f-4e1baeb2f47f@gmail.com;079530f7-b9b8-43a5-8c1f-4e1baeb2f47f;079530f7-b9b8-43a5;8c1f-4e1baeb2f47f;1976-4-16;21;60
220bdbc2-c18d-4dfa-87bb-349c560e8a84;220bdbc2-c18d-4dfa-87bb-349c560e8a84@gmail.com;220bdbc2-c18d-4dfa-87bb-349c560e8a84;220bdbc2-c18d-4dfa;87bb-349c560e8a84;1979-6-9;23;62
3c414249-8004-4a65-85f2-4823ffbad38d;3c414249-8004-4a65-85f2-4823ffbad38d@gmail.com;3c414249-8004-4a65-85f2-4823ffbad38d;3c414249-8004-4a65;85f2-4823ffbad38d;1957-9-24;23;65
40c55b30-13eb-4f7e-b77a-db9e17815e95;40c55b30-13eb-4f7e-b77a-db9e17815e95@gmail.com;40c55b30-13eb-4f7e-b77a-db9e17815e95;40c55b30-13eb-4f7e;b77a-db9e17815e95;2001-10-24;20;67
40a55091-75a3-4dc1-be63-e458688d7893;40a55091-75a3-4dc1-be63-e458688d7893@gmail.com;40a55091-75a3-4dc1-be63-e458688d7893;40a55091-75a3-4dc1;be63-e458688d7893;2001-8-2;23;60
4b4cbfbe-0e6d-4469-a0fe-a63147027d68;4b4cbfbe-0e6d-4469-a0fe-a63147027d68@gmail.com;4b4cbfbe-0e6d-4469-a0fe-a63147027d68;4b4cbfbe-0e6d-4469;a0fe-a63147027d68;1973-2-15;20;65
c90f48ab-bf03-45bd-8319-d43683601c24;c90f48ab-bf03-45bd-8319-d43683601c24@gmail.com;c90f48ab-bf03-45bd-8319-d43683601c24;c90f48ab-bf03-45bd;8319-d43683601c24;1980-8-16;20;70
9a6e4119-6507-4ef2-8187-e3c6e492f2ca;9a6e4119-6507-4ef2-8187-e3c6e492f2ca@gmail.com;9a6e4119-6507-4ef2-8187-e3c6e492f2ca;9a6e4119-6507-4ef2;8187-e3c6e492f2ca;1967-10-25;18;69
b8d4dad9-6e66-4248-9bd8-19a94e27c55e;b8d4dad9-6e66-4248-9bd8-19a94e27c55e@gmail.com;b8d4dad9-6e66-4248-9bd8-19a94e27c55e;b8d4dad9-6e66-4248;9bd8-19a94e27c55e;1994-11-3;24;59
2b9f74af-8097-443a-ac77-19eed22f38b0;2b9f74af-8097-443a-ac77-19eed22f38b0@gmail.com;2b9f74af-8097-443a-ac77-19eed22f38b0;2b9f74af-8097-443a;ac77-19eed22f38b0;1985-6-19;20;58
c65283d6-5a8e-4b46-b17f-75495b61a0b4;c65283d6-5a8e-4b46-b17f-75495b61a0b4@gmail.com;c65283d6-5a8e-4b46-b17f-75495b61a0b4;c65283d6-5a8e-4b46;b17f-75495b61a0b4;1968-1-6;19;64
a1d55fa9-947a-485e-ba8e-4ca233b3e525;a1d55fa9-947a-485e-ba8e-4ca233b3e525@gmail.com;a1d55fa9-947a-485e-ba8e-4ca233b3e525;a1d55fa9-947a-485e;ba8e-4ca233b3e525;1997-8-18;23;67
3d7be079-a673-4711-becc-cd1ec2b71586;3d7be079-a673-4711-becc-cd1ec2b71586@gmail.com;3d7be079-a673-4711-becc-cd1ec2b71586;3d7be079-a673-4711;becc-cd1ec2b71586;1977-10-18;23;68
49c158dc-0481-415c-8f11-b1c6c5347612;49c158dc-0481-415c-8f11-b1c6c5347612@gmail.com;49c158dc-0481-415c-8f11-b1c6c5347612;49c158dc-0481-415c;8f11-b1c6c5347612;1994-5-21;23;59
